,name,company,year,Price,kms_driven,fuel_type
426,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
427,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel
428,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol
429,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
430,Tata Nano GenX,Tata,2010,32000,44005,Petrol
431,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
432,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
433,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol
434,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol
435,Honda City SV,Honda,2017,760000,4000,Petrol
436,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol
437,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
438,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
439,Honda City,Honda,2017,750000,3000,Petrol
440,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
441,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
442,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol
443,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
444,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol
445,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol
446,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol
447,Tata Indigo CS,Tata,2015,123000,100000,Diesel
448,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
449,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
450,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel
451,Honda City,Honda,2015,499999,55000,Petrol
452,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol
453,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol
454,Tata Zest XE,Tata,2018,480000,103553,Diesel
455,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel
456,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
457,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
458,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG
459,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
460,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
461,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
462,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
463,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
464,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
465,Honda Mobilio S,Honda,2014,399000,44000,Diesel
466,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel
467,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel
468,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
469,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol
470,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
471,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol
472,Honda Amaze,Honda,2013,250000,55700,Diesel
473,Tata Indica,Tata,2005,80000,42000,Petrol
474,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
475,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol
476,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
477,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
478,Honda Brio VX,Honda,2017,450000,11000,Petrol
479,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol
480,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol
481,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel
482,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol
483,Renault Kwid RXT,Renault,2019,370000,1000,Petrol
484,Tata Nano Lx,Tata,2010,52000,9000,Petrol
485,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol
486,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
487,Honda City 1.5,Honda,2014,499000,22000,Petrol
488,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel
489,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol
490,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol
491,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
492,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol
493,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
494,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
495,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol
496,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel
497,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol
498,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
499,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel
500,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
501,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol
502,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol
503,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol
504,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
505,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol
506,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
507,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
508,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
509,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
510,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
511,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
512,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
513,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
514,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
515,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
516,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
517,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
518,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
519,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
520,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
521,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
522,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
523,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
524,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
525,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
526,Tata Indica V2,Tata,2005,35000,150000,Diesel
527,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
528,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
529,Honda City 1.5,Honda,2009,269000,55000,Petrol
530,Tata Nano,Tata,2013,60000,6800,Petrol
531,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
532,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
533,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
534,Mahindra XUV500 W6,Mahindra,2014,8500003,45000,Diesel
535,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
536,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
537,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
538,Force Motors One,Force,2013,550000,140000,Diesel
539,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
540,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
541,Hyundai i10,Hyundai,2009,215000,27000,Petrol
542,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
543,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
544,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
545,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
546,BMW 5 Series,BMW,2009,650000,37518,Petrol
547,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
548,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
549,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
550,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
551,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
552,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
553,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
554,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
555,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
556,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
557,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
558,Tata Indigo CS,Tata,2016,150000,104000,Diesel
559,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
560,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
561,Tata Indigo LX,Tata,2016,230000,104000,Diesel
562,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
563,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
564,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
565,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
566,Renault Duster 85,Renault,2015,385000,51000,Diesel
567,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
568,Tata Nano LX,Tata,2010,32000,48008,Petrol
569,Renault Duster 110,Renault,2013,435000,39000,Diesel
570,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
571,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
572,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
573,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
574,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
575,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
576,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
577,Tata Zest XE,Tata,2017,380000,70000,Diesel
578,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
579,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
580,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
581,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
582,Tata Venture EX,Tata,2013,100000,30000,Diesel
583,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
584,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
585,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
586,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
587,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
588,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
589,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
590,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
591,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
592,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
593,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
594,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
595,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
596,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
597,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
598,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
599,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
600,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
601,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
602,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
603,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
604,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
605,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
606,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
607,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
608,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
609,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
610,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
611,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
612,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
613,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
614,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
615,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
616,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
617,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
618,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
619,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
620,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
621,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
622,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
623,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
624,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
625,Tata Indica eV2,Tata,2015,140000,60105,Diesel
626,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
627,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
628,BMW 3 Series,BMW,2011,1075000,35000,Diesel
629,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
630,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
631,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
632,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
633,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
634,Honda City SV,Honda,2014,475000,34000,Diesel
635,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
636,Honda City 1.5,Honda,2005,120000,68000,Petrol
637,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
638,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
639,Tata Zest XE,Tata,2018,450000,102563,Diesel
640,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
641,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
642,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
643,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
644,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
645,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
646,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
647,Renault Duster,Renault,2014,800000,7400,Diesel
648,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
649,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
650,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
651,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
652,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
653,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
654,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
655,BMW X1,BMW,2011,1000000,34000,Diesel
656,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
657,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
658,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
659,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
660,Tata Indigo CS,Tata,2017,270000,50000,Diesel
661,Ford Figo Petrol,Ford,2019,525000,0,Petrol
662,Honda City ZX,Honda,2006,180000,50000,Petrol
663,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
664,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
665,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
666,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
667,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
668,Renault Duster RxL,Renault,2015,550000,36000,Petrol
669,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
670,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
671,Honda WR V,Honda,2009,250000,60000,Petrol
672,Tata Indigo CS,Tata,2016,110000,85000,Diesel
673,Renault Duster 110,Renault,2013,490000,38600,Diesel
674,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
675,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
676,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
677,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
678,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
679,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
680,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
681,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
682,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
683,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
684,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
685,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
686,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
687,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
688,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
689,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
690,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
691,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
692,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
693,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
694,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
695,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
696,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
697,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
698,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
699,Tata Indica V2,Tata,2009,90000,30600,Diesel
700,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
701,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
702,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
703,Honda City 1.5,Honda,2005,95000,41000,Petrol
704,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
705,Honda City 1.5,Honda,2005,115000,68000,Petrol
706,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
707,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
708,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
709,Tata Indica eV2,Tata,2012,85000,55000,Diesel
710,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
711,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
712,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
713,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
714,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
715,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
716,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
717,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
718,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
719,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
720,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
721,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
722,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
723,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
724,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
725,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
726,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
727,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
728,Tata Indica V2,Tata,2012,115000,64000,Diesel
729,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
730,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
731,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
732,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
733,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
734,Toyota Corolla,Toyota,2006,160000,40000,Petrol
735,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
736,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
737,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
738,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
739,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
740,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
741,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
742,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
743,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
744,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
745,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
746,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
747,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
748,Tata Nano,Tata,2013,60000,7000,Petrol
749,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
750,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
751,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
752,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
753,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
754,Tata Bolt XM,Tata,2015,600000,15000,Petrol
755,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
756,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
757,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
758,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
759,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
760,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
761,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
762,Tata Indica V2,Tata,2005,60000,80000,Diesel
763,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
764,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
765,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
766,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
767,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
768,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
769,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
770,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
771,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
772,Tata Indica V2,Tata,2005,39999,80000,Diesel
773,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
774,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
775,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
776,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
777,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
778,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
779,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
780,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
781,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
782,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
783,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
784,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
785,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
786,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
787,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
788,Tata Manza,Tata,2015,100000,100000,Diesel
789,Toyota Etios G,Toyota,2013,265000,42000,Petrol
790,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
791,Toyota Qualis,Toyota,2003,180000,100000,Diesel
792,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
793,Tata Indica eV2,Tata,2016,50500,91200,Diesel
794,Honda City 1.5,Honda,2009,270000,55000,Petrol
795,Tata Zest XE,Tata,2017,290000,120000,Diesel
796,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
797,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
798,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
799,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
800,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
801,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
802,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
803,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
804,Honda City VX,Honda,2016,860000,95000,Petrol
805,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
806,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
807,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
808,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
809,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
810,Skoda Fabia,Skoda,2009,110000,45000,Petrol
811,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
812,Tata Indica V2,Tata,2009,110000,30000,Diesel
813,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
814,Tata Zest XM,Tata,2018,260000,27000,Diesel
815,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
816,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
817,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
818,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
819,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
820,Ford Figo,Ford,2012,175000,41000,Diesel
821,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
822,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
823,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
824,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
825,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
826,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
827,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
828,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
829,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
830,Audi A8,Audi,2017,1000000,4000,Petrol
831,Audi Q7,Audi,2014,500000,16934,Diesel
